acm,Louvain,11,0.6001,0.8420,0.6681,0.6627,0.6819,0.7537,79.58
acm,Leiden,11,0.5318,0.6962,0.5640,0.5638,0.8980,0.7294,68.84
cora,Louvain,8,0.5531,0.6865,0.6685,0.5187,0.5321,0.7504,61.75
cora,Leiden,7,0.5877,0.7393,0.7168,0.5522,0.4389,0.7475,54.15
