baseline (reformatted)-
dataset,NMI,ACC,F1,ARI,DBI,Q,runtime
acm,0.5650,0.7993,0.6540,0.6068,0.6451,0.7453,207.16
citeseer,0.3851,0.5597,0.5043,0.3563,0.6108,0.8143,154.61
cora,0.5643,0.6891,0.6705,0.4854,0.3952,0.7650,73.76
amac,0.4339,0.6150,0.4864,0.4096,0.6715,0.5668,779.07
amap,0.6461,0.6075,0.6320,0.4888,0.5690,0.6608,355.49

dynamic temp
leiden-
dataset,NMI,ACC,F1,ARI,DBI,Q,runtime
acm,0.6141,0.8678,0.6717,0.6946,0.5249,0.6938,85.00
citeseer,0.3430,0.5467,0.5143,0.3104,0.4721,0.7779,165.64
cora,0.5111,0.6828,0.6705,0.4947,0.2264,0.7082,76.59
amac,0.2746,0.4883,0.3802,0.2894,0.3220,0.4406,1200.53
amap,0.5642,0.5901,0.5830,0.4452,0.4682,0.6406,459.36

dropedge_best-
dataset,NMI,ACC,F1,ARI,DBI,Q,runtime,algo
acm,0.6028,0.8489,0.6735,0.6896,0.5638,0.7572,298.98,Louvain
citeseer,0.4029,0.5951,0.4940,0.3853,0.4945,0.8133,404.17,Leiden
cora,0.5922,0.7441,0.7244,0.5571,0.3751,0.7488,230.35,Leiden
amac,0.4272,0.6107,0.5430,0.4042,0.5677,0.5549,1217.41,Louvain
amap,0.6430,0.6276,0.6616,0.4913,0.3755,0.6582,590.27,Louvain
